defect_id,product_id,defect_type,defect_date,defect_location,severity,inspection_method,repair_cost,Assembly_Station,Shift,Inspector_ID,Defect_Present,Total_Units_Produced,Units_Passed_First_Time,Units_Reworked,Units_Rejected,Specific_Defect_Type,Root_Cause,Corrective_Action,Preventive_Action,Implementation_Status,Defect_Risk_Probability
780,81,Functional,10/06/2025,Surface,Minor,Manual Testing,918.81,strap,1,I-101,1,418,307,49,62,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.6943
781,10,Cosmetic,01/29/2026,Component,Minor,Manual Testing,830.39,dial,3,I-104,1,176,128,11,37,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.846
782,92,Functional,12/04/2025,Internal,Moderate,Visual Inspection,429.08,strap,3,I-104,0,273,237,22,14,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.771
783,73,Cosmetic,12/09/2025,Internal,Moderate,Automated Testing,800.91,movement,1,I-101,0,486,411,63,12,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.7571
784,2,Functional,11/29/2025,Surface,Moderate,Automated Testing,36.5,movement,1,I-104,1,457,352,52,53,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8475
785,63,Cosmetic,12/07/2025,Surface,Moderate,Visual Inspection,861.84,case,1,I-102,1,420,349,51,20,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8402
786,54,Cosmetic,02/23/2026,Surface,Minor,Automated Testing,947.21,dial,2,I-103,1,475,397,13,65,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8216
787,36,Functional,09/23/2025,Surface,Minor,Manual Testing,37.44,strap,1,I-101,1,190,143,3,44,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.6943
788,41,Structural,09/25/2025,Component,Critical,Automated Testing,571.65,movement,3,I-103,1,337,297,45,-5,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.7794
789,54,Structural,09/21/2025,Surface,Minor,Automated Testing,331.32,movement,1,I-104,0,363,333,23,7,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8475
790,3,Structural,11/09/2025,Internal,Critical,Manual Testing,212.4,strap,3,I-103,1,278,256,13,9,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.7202
791,94,Functional,12/15/2025,Surface,Minor,Automated Testing,451.46,case,2,I-104,0,308,267,34,7,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8508
792,99,Functional,11/04/2025,Internal,Minor,Manual Testing,948.05,movement,3,I-104,1,172,145,21,6,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.8221
793,79,Functional,01/06/2026,Component,Moderate,Visual Inspection,111.39,dial,3,I-102,1,489,350,63,76,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.8221
794,81,Structural,11/20/2025,Internal,Critical,Automated Testing,281.41,movement,1,I-104,1,206,160,11,35,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.8475
795,83,Structural,11/07/2025,Internal,Minor,Automated Testing,866.14,dial,1,I-102,1,444,322,57,65,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8475
796,83,Structural,01/07/2026,Component,Minor,Visual Inspection,545.23,strap,3,I-102,1,394,382,6,6,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.7391
797,62,Cosmetic,02/08/2026,Surface,Moderate,Visual Inspection,545.72,dial,1,I-102,1,468,345,7,116,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.8475
798,77,Functional,01/09/2026,Component,Critical,Visual Inspection,395.56,strap,2,I-101,1,383,284,37,62,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.6744
799,87,Structural,02/07/2026,Component,Moderate,Manual Testing,914.5,dial,2,I-101,0,452,428,8,16,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7716
800,38,Cosmetic,01/29/2026,Internal,Minor,Automated Testing,339.94,strap,1,I-104,1,281,270,15,-4,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.8019
801,77,Cosmetic,11/17/2025,Surface,Moderate,Visual Inspection,206.92,dial,2,I-102,0,136,124,14,-2,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8352
802,98,Functional,11/16/2025,Component,Moderate,Visual Inspection,336.29,case,1,I-101,0,236,165,13,58,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.7781
803,93,Structural,09/08/2025,Internal,Critical,Visual Inspection,911.03,dial,3,I-102,1,437,306,15,116,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.8221
804,13,Structural,09/06/2025,Surface,Minor,Visual Inspection,720.18,dial,3,I-103,1,155,124,7,24,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.8077
805,23,Functional,12/17/2025,Surface,Moderate,Manual Testing,602.51,case,2,I-103,1,286,211,21,54,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8134
806,22,Functional,12/08/2025,Internal,Critical,Manual Testing,996.6,movement,1,I-103,1,440,310,33,97,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8095
807,99,Cosmetic,09/28/2025,Surface,Minor,Automated Testing,373.64,movement,1,I-104,1,357,296,42,19,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8475
808,99,Cosmetic,11/29/2025,Component,Minor,Visual Inspection,792.57,dial,2,I-102,0,157,151,18,-12,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8352
809,8,Structural,11/18/2025,Surface,Minor,Visual Inspection,956.44,case,3,I-103,1,462,365,34,63,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.799
810,77,Functional,03/01/2026,Component,Critical,Manual Testing,916.1,dial,2,I-101,1,222,196,28,-2,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.7716
811,7,Functional,01/14/2026,Surface,Moderate,Visual Inspection,93.31,strap,3,I-103,1,287,253,7,27,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.7202
812,76,Structural,11/17/2025,Internal,Critical,Automated Testing,576.28,strap,1,I-103,1,329,253,15,61,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.7558
813,93,Functional,01/05/2026,Surface,Minor,Visual Inspection,89.52,dial,3,I-103,1,267,235,33,-1,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8077
814,79,Structural,09/06/2025,Component,Minor,Manual Testing,381.12,movement,2,I-104,0,213,161,13,39,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8352
815,65,Structural,02/20/2026,Surface,Moderate,Visual Inspection,686.02,movement,1,I-101,1,351,257,51,43,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.7571
816,43,Functional,11/16/2025,Surface,Minor,Manual Testing,585.81,dial,2,I-102,1,206,184,15,7,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.8352
817,96,Structural,11/30/2025,Internal,Critical,Automated Testing,28.26,dial,2,I-101,1,136,99,16,21,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7716
818,82,Functional,11/05/2025,Component,Critical,Visual Inspection,858.99,strap,3,I-102,1,434,424,28,-18,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.7391
819,63,Cosmetic,10/29/2025,Surface,Critical,Automated Testing,373.68,movement,2,I-104,1,191,143,13,35,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8352
820,61,Functional,10/20/2025,Component,Critical,Manual Testing,937.41,dial,3,I-104,0,117,101,7,9,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.846
821,65,Cosmetic,10/12/2025,Surface,Moderate,Visual Inspection,960.72,strap,1,I-104,1,453,369,50,34,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8019
822,41,Functional,10/26/2025,Component,Moderate,Manual Testing,988.9,movement,3,I-104,1,162,119,14,29,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8221
823,88,Cosmetic,09/29/2025,Internal,Minor,Automated Testing,890.34,case,1,I-102,0,249,176,35,38,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8402
824,45,Structural,10/14/2025,Component,Minor,Automated Testing,838.89,strap,3,I-103,1,238,208,10,20,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.7202
825,26,Functional,09/26/2025,Component,Moderate,Automated Testing,90.18,movement,2,I-102,1,285,263,6,16,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.81
826,8,Cosmetic,09/26/2025,Component,Minor,Manual Testing,693.38,movement,3,I-101,1,284,265,18,1,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.7216
827,96,Cosmetic,09/19/2025,Component,Minor,Manual Testing,904.55,strap,3,I-104,1,304,253,29,22,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.771
828,25,Functional,01/11/2026,Surface,Critical,Manual Testing,446.66,case,1,I-104,1,359,329,46,-16,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8621
829,90,Cosmetic,10/13/2025,Internal,Critical,Automated Testing,561.22,strap,2,I-101,1,313,278,18,17,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.6744
830,62,Cosmetic,12/12/2025,Surface,Moderate,Visual Inspection,227.29,movement,3,I-102,1,355,320,36,-1,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.7955
831,57,Structural,12/24/2025,Internal,Critical,Manual Testing,129.15,dial,2,I-103,1,234,196,13,25,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8216
832,37,Cosmetic,02/01/2026,Surface,Critical,Automated Testing,105.91,dial,3,I-103,1,160,140,15,5,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8077
833,90,Cosmetic,10/16/2025,Component,Minor,Visual Inspection,833.94,strap,3,I-101,0,462,427,61,-26,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.6538
834,4,Structural,12/09/2025,Internal,Moderate,Automated Testing,10.55,movement,2,I-103,1,409,331,17,61,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.7948
835,69,Functional,09/02/2025,Surface,Critical,Automated Testing,744.8,dial,3,I-102,1,187,173,12,2,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.8221
836,95,Structural,01/07/2026,Surface,Critical,Automated Testing,114.02,movement,2,I-102,1,423,366,63,-6,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.81
837,30,Functional,11/09/2025,Surface,Minor,Manual Testing,113.95,strap,3,I-101,0,306,228,40,38,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.6538
838,76,Structural,02/13/2026,Surface,Critical,Automated Testing,390.19,dial,1,I-102,1,228,161,20,47,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.8475
839,26,Cosmetic,01/10/2026,Surface,Critical,Automated Testing,418.17,movement,2,I-104,1,410,328,33,49,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8352
840,95,Structural,10/17/2025,Surface,Moderate,Automated Testing,536.08,dial,3,I-101,1,102,87,5,10,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.755
841,49,Structural,09/25/2025,Component,Minor,Manual Testing,857.55,strap,3,I-102,1,341,318,28,-5,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7391
842,32,Functional,09/13/2025,Surface,Minor,Automated Testing,800.23,movement,1,I-101,0,220,161,28,31,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.7571
843,97,Functional,12/30/2025,Surface,Moderate,Visual Inspection,526.93,dial,2,I-103,1,484,447,51,-14,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8216
844,83,Structural,10/19/2025,Component,Critical,Automated Testing,97.57,strap,3,I-102,1,201,189,10,2,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.7391
845,50,Cosmetic,10/28/2025,Component,Moderate,Automated Testing,438.29,dial,1,I-104,0,137,101,5,31,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8685
846,48,Structural,02/24/2026,Internal,Minor,Manual Testing,937.74,dial,3,I-102,1,440,412,20,8,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.8221
847,33,Functional,02/21/2026,Component,Moderate,Visual Inspection,261.19,case,2,I-101,1,232,226,7,-1,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7618
848,28,Functional,12/31/2025,Component,Critical,Visual Inspection,155.84,case,3,I-101,0,301,271,7,23,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.7446
849,100,Cosmetic,01/31/2026,Component,Critical,Visual Inspection,761.38,strap,3,I-102,1,447,411,30,6,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7391
850,10,Structural,02/23/2026,Component,Moderate,Automated Testing,693.41,case,3,I-104,1,120,117,3,0,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8387
851,95,Functional,11/19/2025,Component,Moderate,Automated Testing,319.06,strap,3,I-104,1,341,296,11,34,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.771
852,7,Functional,11/01/2025,Internal,Moderate,Visual Inspection,451.5,case,1,I-104,0,208,163,18,27,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8621
853,12,Structural,01/04/2026,Surface,Moderate,Automated Testing,497.38,dial,1,I-101,1,402,375,13,14,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.7874
854,14,Functional,03/01/2026,Surface,Minor,Visual Inspection,556.73,strap,2,I-102,1,183,159,3,21,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.7565
855,31,Cosmetic,10/08/2025,Component,Critical,Visual Inspection,414.41,strap,1,I-103,1,182,157,9,16,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7558
856,20,Structural,10/02/2025,Surface,Critical,Manual Testing,450.18,dial,1,I-101,1,390,300,15,75,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.7874
857,49,Functional,12/10/2025,Component,Moderate,Automated Testing,992.76,strap,2,I-104,1,168,153,13,2,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.7869
858,51,Structural,01/11/2026,Surface,Minor,Visual Inspection,797.39,strap,1,I-102,1,228,164,5,59,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.7731
859,25,Cosmetic,11/24/2025,Internal,Minor,Manual Testing,651.04,case,1,I-104,1,295,282,33,-20,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8621
860,10,Structural,02/23/2026,Component,Moderate,Visual Inspection,862.64,strap,2,I-103,1,239,189,32,18,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.7384
861,51,Structural,09/11/2025,Surface,Critical,Automated Testing,915.73,movement,2,I-104,1,382,281,43,58,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.8352
862,63,Structural,10/17/2025,Component,Critical,Visual Inspection,445.47,dial,2,I-104,1,411,338,34,39,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.8576
863,46,Functional,11/15/2025,Surface,Critical,Automated Testing,789.92,case,3,I-103,1,333,237,43,53,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.799
864,95,Cosmetic,09/03/2025,Component,Critical,Manual Testing,951.99,case,3,I-102,1,122,108,13,1,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8139
865,97,Structural,02/13/2026,Surface,Critical,Visual Inspection,345.34,movement,2,I-101,1,252,240,2,10,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.7398
866,99,Cosmetic,10/23/2025,Surface,Minor,Visual Inspection,119.16,dial,2,I-102,1,376,351,24,1,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8352
867,9,Cosmetic,11/15/2025,Surface,Minor,Automated Testing,649.87,dial,2,I-103,1,160,117,20,23,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8216
868,38,Cosmetic,01/09/2026,Surface,Critical,Manual Testing,141.43,case,3,I-104,1,418,307,24,87,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.8387
869,55,Functional,02/07/2026,Surface,Critical,Manual Testing,753.6,strap,3,I-102,1,477,442,7,28,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.7391
870,39,Structural,01/03/2026,Internal,Critical,Visual Inspection,210.03,case,1,I-101,1,151,144,17,-10,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.7781
871,59,Structural,02/12/2026,Surface,Critical,Manual Testing,992.01,dial,1,I-103,1,443,367,54,22,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8347
872,1,Functional,01/19/2026,Internal,Minor,Automated Testing,148.15,movement,2,I-102,0,252,211,8,33,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.81
873,5,Functional,09/05/2025,Surface,Critical,Visual Inspection,577.39,case,3,I-101,0,336,265,28,43,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.7446
874,1,Cosmetic,12/19/2025,Surface,Critical,Visual Inspection,98.45,dial,3,I-103,1,410,389,15,6,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.8077
875,81,Structural,12/18/2025,Component,Moderate,Manual Testing,734.65,case,3,I-101,1,401,353,44,4,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.7446
876,31,Cosmetic,11/30/2025,Surface,Critical,Manual Testing,485.93,strap,2,I-103,1,131,102,6,23,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.7384
877,67,Structural,10/05/2025,Component,Minor,Automated Testing,505.47,case,1,I-104,1,154,120,8,26,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8621
878,13,Functional,01/19/2026,Internal,Critical,Automated Testing,769.34,case,2,I-102,1,451,428,57,-34,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8275
879,37,Structural,11/10/2025,Internal,Moderate,Manual Testing,939.94,dial,1,I-101,0,488,343,37,108,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7874
880,91,Cosmetic,12/19/2025,Surface,Minor,Visual Inspection,18.7,dial,1,I-103,1,135,106,14,15,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8347
881,26,Functional,09/21/2025,Internal,Minor,Automated Testing,892.85,dial,2,I-101,1,209,178,13,18,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.7716
882,39,Functional,01/20/2026,Component,Moderate,Automated Testing,85.21,case,1,I-101,1,276,204,14,58,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.7781
883,35,Functional,02/05/2026,Component,Minor,Visual Inspection,20.83,strap,1,I-102,1,461,334,44,83,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7731
884,4,Cosmetic,12/01/2025,Internal,Minor,Manual Testing,800.02,movement,3,I-104,1,413,383,13,17,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.8221
885,28,Cosmetic,02/06/2026,Surface,Critical,Visual Inspection,525.36,movement,1,I-101,0,394,374,24,-4,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.7571
886,4,Structural,12/29/2025,Surface,Minor,Visual Inspection,164.46,dial,2,I-103,1,435,404,17,14,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.8216
887,95,Structural,01/28/2026,Component,Moderate,Manual Testing,452.93,dial,2,I-103,1,196,186,21,-11,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8216
888,17,Cosmetic,12/16/2025,Component,Critical,Automated Testing,729.83,case,1,I-104,1,468,400,66,2,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8621
889,52,Functional,01/04/2026,Component,Moderate,Automated Testing,138.24,movement,3,I-103,1,312,289,46,-23,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.7794
890,49,Structural,02/04/2026,Internal,Minor,Automated Testing,901.01,dial,3,I-104,1,416,335,30,51,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.846
891,90,Functional,02/16/2026,Internal,Minor,Manual Testing,780.69,strap,1,I-103,1,236,209,10,17,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.7558
892,4,Structural,01/11/2026,Internal,Critical,Automated Testing,280.56,strap,1,I-102,1,105,102,7,-4,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7731
893,64,Structural,12/07/2025,Surface,Minor,Manual Testing,437.25,dial,2,I-101,1,208,158,26,24,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.7716
894,73,Structural,01/18/2026,Surface,Minor,Manual Testing,902.78,dial,1,I-102,1,134,108,5,21,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.8475
895,64,Structural,09/09/2025,Internal,Minor,Visual Inspection,687.38,movement,3,I-101,1,138,115,19,4,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.7216
896,64,Structural,11/28/2025,Internal,Minor,Manual Testing,436.79,movement,1,I-101,1,249,183,14,52,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.7571
897,56,Functional,01/14/2026,Internal,Minor,Manual Testing,991.95,case,2,I-101,1,217,156,32,29,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.7618
898,58,Structural,01/15/2026,Surface,Moderate,Manual Testing,247.97,movement,2,I-102,0,360,335,45,-20,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.81
899,65,Cosmetic,11/15/2025,Component,Critical,Manual Testing,895.77,strap,2,I-101,0,186,181,22,-17,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.6744
900,84,Functional,10/17/2025,Surface,Critical,Manual Testing,628.29,strap,2,I-102,0,175,142,9,24,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.7565
901,27,Cosmetic,11/19/2025,Internal,Critical,Manual Testing,40.8,dial,2,I-104,1,412,298,4,110,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.8576
902,60,Structural,11/11/2025,Component,Minor,Manual Testing,709.87,movement,1,I-103,1,482,346,30,106,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8095
903,88,Functional,01/23/2026,Surface,Minor,Automated Testing,450.31,case,1,I-103,0,313,297,16,0,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8269
904,4,Cosmetic,12/08/2025,Surface,Moderate,Visual Inspection,577.2,strap,1,I-101,0,384,318,5,61,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.6943
905,100,Functional,10/08/2025,Surface,Minor,Manual Testing,431.46,strap,1,I-102,1,338,266,27,45,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.7731
906,6,Structural,09/25/2025,Surface,Critical,Visual Inspection,62.68,case,2,I-103,1,264,220,17,27,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.8134
907,4,Structural,10/17/2025,Component,Minor,Visual Inspection,988.05,case,3,I-102,1,186,146,18,22,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.8139
908,31,Functional,12/24/2025,Component,Moderate,Manual Testing,156.46,strap,1,I-102,1,240,200,23,17,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.7731
909,6,Functional,11/07/2025,Component,Critical,Visual Inspection,32.9,strap,3,I-101,1,259,243,6,10,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.6538
910,43,Functional,10/30/2025,Surface,Moderate,Manual Testing,443.75,case,1,I-103,0,145,125,21,-1,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.8269
911,82,Functional,02/06/2026,Component,Minor,Visual Inspection,62.7,strap,1,I-101,1,471,421,17,33,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.6943
912,46,Functional,12/28/2025,Component,Moderate,Visual Inspection,278.6,dial,3,I-101,1,211,169,15,27,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.755
913,77,Functional,02/25/2026,Surface,Moderate,Automated Testing,213.48,dial,2,I-103,1,144,130,11,3,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8216
914,89,Functional,02/14/2026,Internal,Critical,Automated Testing,90.11,case,1,I-103,1,346,306,42,-2,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.8269
915,66,Cosmetic,11/04/2025,Surface,Moderate,Visual Inspection,108.7,movement,1,I-104,0,203,148,4,51,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8475
916,7,Structural,10/22/2025,Surface,Moderate,Visual Inspection,75.06,case,1,I-104,1,184,158,12,14,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8621
917,66,Cosmetic,09/04/2025,Component,Critical,Automated Testing,511.65,case,3,I-102,1,233,179,22,32,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.8139
918,24,Functional,01/31/2026,Component,Moderate,Visual Inspection,535.87,movement,2,I-103,1,207,191,8,8,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.7948
919,35,Cosmetic,10/31/2025,Internal,Minor,Visual Inspection,585.78,movement,3,I-104,1,117,95,11,11,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8221
920,47,Functional,09/03/2025,Surface,Moderate,Visual Inspection,873.58,movement,3,I-102,1,193,188,26,-21,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.7955
921,91,Cosmetic,11/08/2025,Internal,Moderate,Automated Testing,73.46,dial,2,I-102,0,249,180,37,32,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8352
922,90,Cosmetic,11/16/2025,Component,Minor,Visual Inspection,793.46,strap,3,I-102,0,345,316,5,24,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7391
923,36,Structural,11/28/2025,Surface,Minor,Visual Inspection,893.77,dial,2,I-104,1,388,344,16,28,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.8576
924,2,Cosmetic,02/15/2026,Component,Minor,Manual Testing,409.43,strap,1,I-103,1,308,281,16,11,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.7558
925,11,Functional,01/02/2026,Internal,Minor,Automated Testing,351.86,dial,2,I-101,0,225,176,14,35,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.7716
926,16,Functional,09/12/2025,Internal,Moderate,Automated Testing,933.37,strap,1,I-102,1,334,279,14,41,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.7731
927,44,Cosmetic,11/18/2025,Surface,Moderate,Visual Inspection,333.92,dial,3,I-104,1,221,203,8,10,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.846
928,80,Structural,12/27/2025,Internal,Moderate,Manual Testing,904.57,movement,3,I-104,1,237,181,34,22,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.8221
929,5,Functional,12/27/2025,Surface,Critical,Visual Inspection,225.51,case,1,I-101,0,214,163,29,22,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.7781
930,52,Functional,01/13/2026,Component,Critical,Automated Testing,664.52,dial,3,I-101,1,261,222,4,35,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.755
931,81,Structural,10/05/2025,Internal,Critical,Automated Testing,486.49,strap,2,I-104,1,300,253,17,30,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.7869
932,80,Functional,01/13/2026,Internal,Moderate,Visual Inspection,127.23,movement,1,I-103,1,333,259,22,52,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.8095
933,15,Cosmetic,01/15/2026,Internal,Minor,Visual Inspection,121.96,dial,3,I-101,1,127,99,5,23,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.755
934,62,Cosmetic,01/05/2026,Surface,Minor,Manual Testing,267.64,dial,1,I-104,1,110,85,10,15,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.8685
935,46,Structural,09/19/2025,Surface,Critical,Automated Testing,298.03,movement,2,I-101,1,305,279,30,-4,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.7398
